time,bus1_v,bus3_v,bus6_v,bus8_v,bus1_ω,bus3_ω,bus6_ω,bus8_ω,bus1_p,bus3_p,bus6_p,bus8_p,bus1_q,bus3_q,bus6_q,bus8_q
0.13999999999999999,1.0119531856222999,0.8967047327588046,0.8614755646734177,0.8929145385248378,7.790277250557088e-9,-8.109636495641535e-8,8.301704282213556e-9,5.8877661147657755e-9,2.3359772860035455,-0.8766109511222768,-0.11381897828216977,-1.9574000940936198e-8,-0.020214017553450647,-0.32404127412142053,0.11122098721987367,0.0939274655106809
0.15,1.0119531856274468,0.8967047325739068,0.8614755646813432,0.8929145385377093,8.141819217921804e-9,-8.834818923326433e-8,8.828835186574243e-9,6.315399528403001e-9,2.3359772868030935,-0.8766109439307626,-0.11381897834990432,-1.989930564078035e-8,-0.020214017616895202,-0.324041278565945,0.11122098737909279,0.09392746563513271
0.16,1.0119531856326354,0.8967047323508187,0.8614755646887999,0.8929145385502368,8.422876234600582e-9,-9.535927143416388e-8,9.307434787235189e-9,6.717103320915433e-9,2.3359772877450644,-0.8766109378025261,-0.1138189783103311,-2.0152723219368784e-8,-0.02021401767625647,-0.32404128288508854,0.11122098753947268,0.09392746577678128
0.17,1.011953185637863,0.8967047320979068,0.8614755646957817,0.8929145385623851,8.633842856827655e-9,-1.0210344505599938e-7,9.736977537945636e-9,7.091938927798631e-9,2.335977288806993,-0.8766109326171543,-0.11381897817756843,-2.0341872346285594e-8,-0.020214017733290235,-0.324041287060838,0.11122098769795183,0.09392746593131612
0.18000000000000002,1.0119531856431279,0.8967047318221698,0.8614755647022907,0.8929145385741286,8.776129313755681e-9,-1.085613354417932e-7,1.0117656238219193e-8,7.439413491022047e-9,2.3359772899676687,-0.8766109282678762,-0.11381897796414482,-2.0473539450588385e-8,-0.02021401778899387,-0.32404129108056035,0.11122098785218333,0.09392746609515369
0.19000000000000003,1.0119531856484296,0.896704731529436,0.8614755647083351,0.8929145385854494,8.851985430721244e-9,-1.1471932166823081e-7,1.0450240323428911e-8,7.75939918913118e-9,2.3359772912071857,-0.8766109246599094,-0.11381897768118299,-2.0553781596849285e-8,-0.020214017843738913,-0.324041294936094,0.11122098800041692,0.09392746626532811
0.20000000000000004,1.0119531856537671,0.8967047312245341,0.8614755647139279,0.8929145385963361,8.864340827348022e-9,-1.2056863903418137e-7,1.0735955927612156e-8,8.052064860697235e-9,2.335977292506941,-0.8766109217090177,-0.11381897733856214,-2.0588013353167733e-8,-0.02021401789745586,-0.3240412986229732,0.11122098814139877,0.0939274664394037
0.21000000000000005,1.0119531856591395,0.8967047309114401,0.8614755647190857,0.8929145386067824,8.816668619462902e-9,-1.2610460362615274e-7,1.0976384655145318e-8,8.317818137131058e-9,2.33597729384967,-0.8766109193402553,-0.11381897694505957,-2.0581083452070326e-8,-0.020214017949699375,-0.3240413021397684,0.11122098827428815,0.09392746661539647
0.22000000000000006,1.0119531856645454,0.8967047305934042,0.8614755647238276,0.8929145386167867,8.712861834405743e-9,-1.3132594273310783e-7,1.1173378444310143e-8,8.557256563336878e-9,2.3359772952194313,-0.8766109174868719,-0.113818976508474,-2.0537342302479056e-8,-0.020214017999782063,-0.3240413054875171,0.11122098839858151,0.0939274667917033
0.23000000000000007,1.0119531856699828,0.8967047302730599,0.8614755647281741,0.8929145386263506,8.557125918808701e-9,-1.3623421724415835e-7,1.1328988164833458e-8,8.771126439810125e-9,2.3359772966016044,-0.8766109160893549,-0.11381897603573933,-2.0460699051705333e-8,-0.02021401804682707,-0.3240413086692416,0.11122098851405043,0.09392746696704732
0.24000000000000007,1.0119531856754485,0.8967047299525179,0.8614755647321468,0.8929145386354786,8.353884907309252e-9,-1.4083332386988667e-7,1.1445404043999744e-8,8.960288228181999e-9,2.3359772979828604,-0.876610915094595,-0.11381897553301802,-2.03546739845073e-8,-0.020214018089869112,-0.32404131168953804,0.11122098862069027,0.09392746714042677
0.25000000000000006,1.0119531856809392,0.8967047296334477,0.8614755647357669,0.8929145386441771,8.107698873127576e-9,-1.4512906659053046e-7,1.1524906143348146e-8,9.125687567321452e-9,2.3359772993511534,-0.8766109144551539,-0.11381897500578676,-2.0222441419331938e-8,-0.020214018127872796,-0.32404131455422913,0.11122098871867538,0.09392746731107048
0.26000000000000006,1.0119531856864499,0.8967047293171457,0.8614755647390563,0.8929145386524543,7.823192607410327e-9,-1.491287882721509e-7,1.1569823512197065e-8,9.268331088598667e-9,2.335977300695673,-0.876610914128625,-0.11381897445891183,-2.0066869284296462e-8,-0.020214018159806613,-0.32404131727007035,0.11122098880832017,0.09392746747840264
0.2700000000000001,1.0119531856919757,0.8967047290045953,0.8614755647420358,0.8929145386603192,7.50499401773373e-9,-1.5284105452336e-7,1.1582500579785486e-8,9.389266308712974e-9,2.3359773020068135,-0.8766109140770734,-0.11381897389671636,-1.989055285409047e-8,-0.020214018184656818,-0.32404131984450274,0.11122098889004813,0.09392746764200881
0.2800000000000001,1.0119531856975104,0.8967047286965191,0.8614755647447256,0.892914538667782,7.157680412032292e-9,-1.5627538271651213e-7,1.1565269844070664e-8,9.489564977967457e-9,2.3359773032761355,-0.8766109142665408,-0.11381897332303789,-1.9695844122313844e-8,-0.020214018201459183,-0.32404132228543997,0.11122098896436594,0.09392746780161254
0.2900000000000001,1.0119531857030475,0.8967047283934217,0.861475564747145,0.8929145386748533,6.785733578787854e-9,-1.594420105296017e-7,1.152042989740715e-8,9.57030940430795e-9,2.335977304496309,-0.8766109146666146,-0.11381897274128011,-1.9484879085207574e-8,-0.020214018209332302,-0.32404132460109814,0.11122098903183647,0.0939274679570471
0.3000000000000001,1.0119531857085795,0.8967047280956271,0.8614755647493116,0.8929145386815437,6.393501282978586e-9,-1.623516984848824e-7,1.14502278895844e-8,9.632581262683507e-9,2.335977305661067,-0.8766109152500459,-0.11381897215446057,-1.9259597923426686e-8,-0.020214018207484308,-0.32404132679985154,0.11122098909306441,0.09392746810824074
0.3100000000000001,1.011953185714098,0.8967047278033115,0.8614755647512421,0.8929145386878644,5.985166623348676e-9,-1.650155621253813e-7,1.1356845815032025e-8,9.677452482783691e-9,2.3359773067651477,-0.876610915992413,-0.11381897156524874,-1.90217681501903e-8,-0.020214018195231553,-0.3240413288901123,0.11122098914867959,0.09392746825519513
0.3200000000000001,1.0119531857195951,0.8967047275165297,0.8614755647529517,0.892914538693826,5.564721206747032e-9,-1.674449299050849e-7,1.1242390018826215e-8,9.705977984859273e-9,2.335977307804249,-0.8766109168718271,-0.11381897097600484,-1.8773000241140148e-8,-0.02021401817198354,-0.32404133088023324,0.1112209891993236,0.09392746839797216
0.3300000000000001,1.0119531857250614,0.8967047272352395,0.861475564754454,0.892914538699439,5.135944919663411e-9,-1.696512232614585e-7,1.1108883326956651e-8,9.71918989894656e-9,2.335977308774958,-0.8766109178686662,-0.11381897038880999,-1.8514763572979875e-8,-0.02021401813727816,-0.3240413327784276,0.11122098924563834,0.09392746853668475
0.34000000000000014,1.0119531857304878,0.896704726959321,0.861475564755761,0.8929145387047138,4.702389625760702e-9,-1.7164585611426907e-7,1.0958259524827885e-8,9.718093040976289e-9,2.3359773096746994,-0.8766109189653452,-0.11381896980549483,-1.824840026309893e-8,-0.020214018090763203,-0.3240413345927038,0.11122098928825896,0.09392746867148108
0.35000000000000014,1.0119531857358648,0.8967047266885925,0.8614755647568838,0.8929145387096601,4.267367859912098e-9,-1.7344015092212105e-7,1.0792359610585153e-8,9.703661465743728e-9,2.33597731050168,-0.8766109201461098,-0.11381896922766695,-1.7975137146103437e-8,-0.020214018032193998,-0.3240413363308235,0.11122098932780503,0.09392746880253984
0.36000000000000015,1.0119531857411828,0.8967047264228258,0.8614755647578315,0.8929145387142873,3.833944000131222e-9,-1.7504526924168639e-7,1.0612929672390181e-8,9.676835903207244e-9,2.335977311254817,-0.8766109213968519,-0.11381896865673136,-1.7696096782371384e-8,-0.020214017961437042,-0.32404133800025264,0.11122098936487729,0.09392746893005963
0.37000000000000016,1.0119531857464321,0.8967047261617577,0.8614755647586121,0.8929145387186042,3.4049298963915562e-9,-1.7647215486180636e-7,1.0421619972200551e-8,9.638521945549123e-9,2.3359773119336946,-0.8766109227049483,-0.11381896809391048,-1.7412306471675798e-8,-0.020214017878467716,-0.3240413396081417,0.11122098940005384,0.09392746905425775
0.38000000000000017,1.011953185751603,0.8967047259050995,0.8614755647592319,0.892914538722619,2.9828830400610052e-9,-1.7773148759338243e-7,1.0219985150354176e-8,9.589588842022669e-9,2.335977312538496,-0.8766109240591122,-0.11381896754026488,-1.712470693027157e-8,-0.020214017783349553,-0.32404134116129896,0.11122098943388176,0.09392746917535633
0.3900000000000002,1.0119531857566861,0.8967047256525462,0.8614755647596967,0.8929145387263393,2.57010702928868e-9,-1.7883364648236225e-7,1.0009485197657886e-8,9.530868795867823e-9,2.3359773130699435,-0.8766109254492658,-0.11381896699670611,-1.6834159725920284e-8,-0.0202140176762535,-0.3240413426661842,0.11122098946688329,0.09392746929358756
0.4000000000000002,1.0119531857616724,0.8967047254037831,0.8614755647600102,0.8929145387297727,2.168654811655911e-9,-1.7978868096617872e-7,9.791487183768883e-9,9.463156696624637e-9,2.3359773135292583,-0.8766109268664214,-0.11381896646401432,-1.654145409188401e-8,-0.020214017557412284,-0.3240413441288887,0.11122098949954295,0.09392746940918259
0.4100000000000002,1.0119531857665525,0.896704725158491,0.8614755647601751,0.8929145387329254,1.7803334549768176e-9,-1.80606288960989e-7,9.56726744850077e-9,9.387210165654151e-9,2.3359773139180873,-0.8766109283025778,-0.11381896594284863,-1.6247312509265477e-8,-0.020214017427157643,-0.32404134555514363,0.11122098953231663,0.09392746952237399
0.4200000000000002,1.0119531857713167,0.8967047249163514,0.8614755647601936,0.8929145387358034,1.4067109963517153e-9,-1.812958008435434e-7,9.338014247968404e-9,9.303749913599362e-9,2.3359773142384586,-0.8766109297506275,-0.11381896543375884,-1.5952396355267684e-8,-0.020214017285887953,-0.3240413469503172,0.11122098956562866,0.09392746963338892
0.4300000000000002,1.0119531857759576,0.8967047246770501,0.8614755647600663,0.8929145387384123,1.049124929858132e-9,-1.8186616845627939e-7,9.104830690857752e-9,9.213460283979658e-9,2.335977314492738,-0.8766109312042717,-0.113818964937199,-1.5657310902666977e-8,-0.020214017134045414,-0.32404134831941867,0.11122098959986727,0.09392746974244942
0.4400000000000002,1.011953185780467,0.8967047244402805,0.8614755647597929,0.892914538740757,7.086905610465135e-10,-1.8232595841593573e-7,8.868737958453528e-9,9.116989967497313e-9,2.3359773146835754,-0.8766109326579408,-0.11381896445353384,-1.5362609333963162e-8,-0.02021401697213457,-0.3240413496671015,0.11122098963538848,0.0939274698497714
0.45000000000000023,1.0119531857848367,0.8967047242057452,0.8614755647593727,0.892914538742842,3.863118270538512e-10,-1.826833491753421e-7,8.630678610439297e-9,9.014952906510199e-9,2.335977314813855,-0.8766109341067306,-0.11381896398304794,-1.506879605470135e-8,-0.02021401680070642,-0.3240413509976827,0.11122098967251531,0.09392746995556253
0.46000000000000024,1.0119531857890602,0.896704723973159,0.8614755647588039,0.892914538744671,8.269246239699665e-11,-1.8294613103715338e-7,8.391520018898595e-9,8.90792922564555e-9,2.33597731488666,-0.8766109355463361,-0.11381896352595283,-1.4776332213362053e-8,-0.020214016620345526,-0.32404135231513964,0.11122098971154241,0.09392747006001895
0.47000000000000025,1.0119531857931303,0.8967047237422493,0.861475564758084,0.8929145387462475,-2.0165221176071385e-10,-1.831217088645235e-7,8.15205785667016e-9,8.796466317912137e-9,2.3359773149052248,-0.8766109369729966,-0.11381896308239779,-1.4485636499333987e-8,-0.02021401643166562,-0.32404135362313213,0.11122098975272848,0.09392747016333029
0.48000000000000026,1.0119531857970412,0.8967047235127574,0.8614755647572095,0.8929145387475745,-4.663834787611157e-10,-1.8321710698843134e-7,7.913019636753434e-9,8.681079920289702e-9,2.335977314872906,-0.8766109383834445,-0.11381896265247055,-1.4197089857892475e-8,-0.020214016235298754,-0.3240413549250143,0.11122098979630565,0.09392747026567469
0.49000000000000027,1.011953185800787,0.8967047232844395,0.8614755647561771,0.8929145387486547,-7.113269310397413e-10,-1.8323897580914731e-7,7.675068171853745e-9,8.562255248315632e-9,2.3359773147931358,-0.8766109397748574,-0.11381896223620606,-1.3911037335945231e-8,-0.020214016031901233,-0.32404135622383956,0.11122098984247752,0.0939274703672191
0.5000000000000002,1.011953185804363,0.8967047230570665,0.8614755647549825,0.8929145387494902,-9.364588424982938e-10,-1.8319359997752657e-7,7.43880501358084e-9,8.440448169881898e-9,2.335977314669405,-0.8766109411448183,-0.11381896183359366,-1.3627790357989555e-8,-0.020214015822129033,-0.3240413575223889,0.11122098989141878,0.09392747046812032
0.5100000000000002,1.011953185807764,0.8967047228304249,0.861475564753621,0.892914538750083,-1.1418947280359794e-9,-1.8308690771172085e-7,7.204773845125577e-9,8.316086366862398e-9,2.3359773145052087,-0.8766109424912739,-0.11381896144457622,-1.3347630094945329e-8,-0.020214015606649594,-0.32404135882316815,0.11122098994328025,0.09392747056852561
0.5200000000000002,1.0119531858109863,0.8967047226043157,0.8614755647520876,0.8929145387504341,-1.3278754203233143e-9,-1.8292448113712333e-7,6.973463748800244e-9,8.189570492432577e-9,2.3359773143040474,-0.8766109438125024,-0.11381896106906156,-1.3070808293352831e-8,-0.020214015386122886,-0.3240413601284416,0.1112209899981863,0.09392747066856884
0.5300000000000002,1.011953185814026,0.8967047223785556,0.8614755647503771,0.8929145387505452,-1.4947561176085125e-9,-1.827115672853518e-7,6.7453124485046515e-9,8.061275341746477e-9,2.335977314069381,-0.8766109451070794,-0.11381896070691927,-1.279754969357727e-8,-0.02021401516120458,-0.32404136144022755,0.11122099005624032,0.09392747076837663
0.5400000000000003,1.0119531858168809,0.8967047221529756,0.8614755647484837,0.8929145387504167,-1.6429927239576606e-9,-1.8245308972135354e-7,6.52070937509857e-9,7.931550966143236e-9,2.335977313804616,-0.8766109463738487,-0.11381896035799106,-1.2528054472299432e-8,-0.020214014932535163,-0.3240413627603257,0.11122099011752085,0.09392747086806252
0.5500000000000003,1.0119531858195476,0.8967047219274208,0.8614755647464015,0.8929145387500494,-1.7731306777284748e-9,-1.821536605629568e-7,6.2999986602468195e-9,7.800723821570641e-9,2.3359773135130832,-0.8766109476118978,-0.11381896002208955,-1.2262498301496283e-8,-0.020214014700744687,-0.324041364090325,0.11122099018208714,0.09392747096773219
0.5600000000000003,1.011953185822025,0.8967047217017504,0.8614755647441248,0.8929145387494438,-1.885793647297186e-9,-1.8181759273042425e-7,6.083482046885482e-9,7.669097827404226e-9,2.3359773131980224,-0.8766109488205306,-0.11381895969900324,-1.2001035880337962e-8,-0.02021401446643936,-0.3240413654316202,0.1112209902499796,0.0939274710674817
0.5700000000000003,1.0119531858243105,0.8967047214758372,0.8614755647416472,0.8929145387486,-1.9816715167623878e-9,-1.8144891241601372e-7,5.8714216158395886e-9,7.536955458045326e-9,2.3359773128625605,-0.8766109499992456,-0.11381895938849775,-1.1743800740898758e-8,-0.020214014230210853,-0.32404136678541995,0.11122099032122265,0.093927471167397
0.5800000000000003,1.011953185826404,0.8967047212495663,0.8614755647389628,0.8929145387475179,-2.061510683950308e-9,-1.8105137156711055e-7,5.6640424517426915e-9,7.404558759565393e-9,2.3359773125097063,-0.876610951147718,-0.113818959090322,-1.1490907520644855e-8,-0.020214013992618435,-0.3240413681527666,0.11122099039582102,0.09392747126755543
0.5900000000000003,1.0119531858283044,0.8967047210228355,0.8614755647360652,0.8929145387461972,-2.1261034358397265e-9,-1.8062846033121526e-7,5.461535178377531e-9,7.272150361663616e-9,2.3359773121423375,-0.8766109522657763,-0.11381895880420609,-1.1242453121229623e-8,-0.02021401375419879,-0.3240413695345409,0.11122099047376656,0.09392747136802533
0.6000000000000003,1.0119531858300115,0.8967047207955532,0.8614755647329483,0.8929145387446377,-2.1762785782637087e-9,-1.801834194608114e-7,5.264058347423793e-9,7.139954457496527e-9,2.3359773117631866,-0.8766109533533912,-0.11381895852986737,-1.099851759667203e-8,-0.020214013515460816,-0.3240413709314801,0.11122099055503556,0.09392747146886916
0.6100000000000003,1.0119531858315256,0.8967047205676397,0.8614755647296055,0.8929145387428388,-2.2128925461592013e-9,-1.7971925239758028e-7,5.0717407816807006e-9,7.008177696836018e-9,2.3359773113748434,-0.8766109544106541,-0.11381895826701074,-1.0759165305213036e-8,-0.020214013276880632,-0.32404137234418706,0.11122099063959238,0.09392747157014084
0.6200000000000003,1.0119531858328479,0.8967047203390249,0.8614755647260313,0.8929145387407997,-2.2368209152095283e-9,-1.7923873737629458e-7,4.8846837354924205e-9,6.8770101504595915e-9,2.3359773109797386,-0.8766109554377675,-0.11381895801532985,-1.0524446994453207e-8,-0.020214013038899553,-0.3240413737731422,0.11122099072738989,0.09392747167188423
0.6300000000000003,1.0119531858339783,0.8967047201096486,0.8614755647222192,0.8929145387385199,-2.2489508259577205e-9,-1.787444390926617e-7,4.7029629893535426e-9,6.746626145281049e-9,2.335977310580149,-0.8766109564350281,-0.11381895777451076,-1.029439903460494e-8,-0.020214012801941933,-0.3240413752187082,0.11122099081837047,0.0939274717741407
0.6400000000000003,1.0119531858349184,0.8967047198794598,0.8614755647181633,0.8929145387359982,-2.2501730334988267e-9,-1.7823872015972493e-7,4.526630825986729e-9,6.617185103369147e-9,2.335977310178183,-0.876610957402818,-0.11381895754423199,-1.0069045854044223e-8,-0.020214012566394962,-0.3240413766811453,0.11122099091246887,0.09392747187694249
0.6500000000000004,1.0119531858356698,0.8967047196484157,0.861475564713858,0.8929145387332341,-2.2413757281589377e-9,-1.7772375220261905e-7,4.35571790167617e-9,6.488832356744198e-9,2.3359773097758,-0.8766109583415913,-0.11381895732416783,-9.848399932371743e-9,-0.02021401233260464,-0.32404137816061945,0.11122099100960683,0.09392747198031753
0.6600000000000004,1.0119531858362347,0.8967047194164812,0.8614755647092973,0.8929145387302265,-2.2234390862339933e-9,-1.772015267147085e-7,4.1902350556362866e-9,6.361699905937539e-9,2.3359773093747913,-0.876610959251866,-0.11381895711398808,-9.632463493502996e-9,-0.020214012100887663,-0.32404137965720853,0.11122099110970166,0.09392747208428777
0.6700000000000004,1.0119531858366142,0.8967047191836286,0.861475564704476,0.8929145387269746,-2.197229078271154e-9,-1.766738653877431e-7,4.030174951249891e-9,6.235907175286819e-9,2.3359773089767875,-0.8766109601342154,-0.11381895691335936,-9.421228418932115e-9,-0.02021401187154126,-0.3240413811709181,0.1112209912126648,0.09392747218887043
0.6800000000000004,1.0119531858368116,0.8967047189498369,0.8614755646993885,0.892914538723477,-2.16359292544486e-9,-1.7614243022586453e-7,3.875513691024811e-9,6.1115617147695634e-9,2.335977308583268,-0.8766109609892565,-0.11381895672194835,-9.21467789571917e-9,-0.02021401164481601,-0.32404138270167615,0.1112209913184013,0.09392747229407664
0.6900000000000004,1.0119531858368285,0.8967047187150912,0.8614755646940297,0.8929145387197329,-2.123354955879958e-9,-1.7560873326665455e-7,3.726212328881388e-9,5.988759892584166e-9,2.3359773081955515,-0.8766109618176465,-0.11381895653942035,-9.012786222201141e-9,-0.02021401142094839,-0.3240413842493499,0.11122099142680954,0.09392747239991414
0.7000000000000004,1.0119531858366677,0.8967047184793823,0.8614755646883953,0.892914538715741,-2.0773125838597443e-9,-1.7507414583143004e-7,3.582218236668115e-9,5.867587556725554e-9,2.3359773078148125,-0.8766109626200745,-0.1138189563654414,-8.815521004151838e-9,-0.020214011200131943,-0.3240413858137533,0.111220991537787,0.09392747250638607
0.7100000000000004,1.0119531858363322,0.8967047182427059,0.86147556468248,0.8929145387115006,-2.026232834010569e-9,-1.7453990747203437e-7,3.4434665021297676e-9,5.748120639995784e-9,2.33597730744208,-0.8766109633972534,-0.11381895619967997,-8.622841878025422e-9,-0.02021401098254036,-0.32404138739464494,0.11122099165122704,0.09392747261349245
0.7200000000000004,1.0119531858358246,0.896704718005063,0.8614755646762796,0.8929145387070105,-1.970850567772082e-9,-1.7400713451280194e-7,3.3098811906142952e-9,5.630425768312525e-9,2.335977307078245,-0.8766109641499173,-0.11381895604180682,-8.434702061799193e-9,-0.020214010768315777,-0.32404138899174045,0.11122099176701898,0.09392747272123092
0.7300000000000004,1.0119531858351483,0.8967047177664582,0.8614755646697899,0.8929145387022696,-1.911865210001209e-9,-1.7347682820392302e-7,3.18137650056935e-9,5.514560840031264e-9,2.33597730672406,-0.8766109648788158,-0.11381895589149722,-8.251049989083103e-9,-0.020214010557575074,-0.32404139060471937,0.11122099188504932,0.0939274728295926
0.7400000000000004,1.011953185834306,0.8967047175269004,0.8614755646630068,0.8929145386972767,-1.8499396921282842e-9,-1.729498825212318e-7,3.057857904258014e-9,5.400575571004852e-9,2.3359773063801597,-0.8766109655847079,-0.11381895574842912,-8.071827657663011e-9,-0.020214010350414674,-0.32404139223322304,0.1112209920052056,0.0939274729385703
0.7500000000000004,1.0119531858333009,0.8967047172864012,0.8614755646559266,0.8929145386920311,-1.7856982503231594e-9,-1.7242709157135948e-7,2.9392231858391534e-9,5.28851200765772e-9,2.335977306047049,-0.8766109662683607,-0.11381895561228561,-7.896973092808013e-9,-0.020214010146907546,-0.32404139387686737,0.1112209921273738,0.093927473048151
0.7600000000000005,1.011953185832136,0.8967047170449763,0.8614755646485459,0.8929145386865317,-1.7197261557847582e-9,-1.7190915658497603e-7,2.8253634207097236e-9,5.178405042093363e-9,2.335977305725127,-0.8766109669305415,-0.11381895548275604,-7.726420156450864e-9,-0.02021400994710354,-0.32404139553524175,0.11122099225143856,0.09392747315832034
0.7700000000000005,1.0119531858308146,0.8967047168026439,0.8614755646408615,0.8929145386807776,-1.6525687420735612e-9,-1.713966927488829e-7,2.716163911101763e-9,5.0702828971522935e-9,2.3359773054146844,-0.8766109675720182,-0.11381895535953471,-7.560098901071566e-9,-0.020214009751034906,-0.32404139720790864,0.11122099237728654,0.09392747326906271
0.7800000000000005,1.0119531858293398,0.8967047165594237,0.8614755646328703,0.8929145386747682,-1.5847311485445438e-9,-1.708902354231004e-7,2.6115050410477248e-9,4.964167563990479e-9,2.3359773051159127,-0.8766109681935571,-0.11381895524232476,-7.3979357501086085e-9,-0.020214009558712137,-0.32404139889442596,0.11122099250480114,0.09392747338035962
0.7900000000000005,1.0119531858277149,0.8967047163153388,0.8614755646245699,0.8929145386685021,-1.5166780516002828e-9,-1.7039024620233547e-7,2.5112631074140343e-9,4.860075237270108e-9,2.335977304828916,-0.8766109687959153,-0.11381895513083211,-7.239855121660144e-9,-0.020214009370133124,-0.3240414005943236,0.11122099263387199,0.09392747349219155
0.8000000000000005,1.0119531858259436,0.896704716070413,0.8614755646159576,0.8929145386619789,-1.4488346271511439e-9,-1.6989711861147402e-7,2.415311026886283e-9,4.7580167535240465e-9,2.3359773045537158,-0.8766109693798454,-0.11381895502477395,-7.0857782939748315e-9,-0.02021400918526703,-0.3240414023071307,0.11122099276438568,0.0939274736045374
